epoch,learning_rate,train_loss,train_top1_accuracy,train_time_seconds,validation_loss,validation_top1_accuracy,validation_top5_accuracy,validation_macro_f1,validation_weighted_f1,validation_balanced_accuracy,validation_time_seconds
1,0.001,4.1044525435747925,0.33205501190161335,248.21123499800024,3.150964046793536,0.4848925619834711,0.7795041322314049,0.24875715756809752,0.44546507235696675,0.2854375355139679,25.794371603999934
2,0.001,2.5282287102028103,0.6507170354697464,149.38236001099995,2.691020302086822,0.5868429752066116,0.8306115702479339,0.3865901999188622,0.5515833085143245,0.43872632062797534,14.136564563999855
3,0.001,2.1904728701779628,0.7173734167915602,144.91118992999964,3.0360258664217863,0.4690909090909091,0.7494214876033057,0.308170159912781,0.43931006157505076,0.3689282022527509,13.694894689000193
4,0.001,2.031746277867576,0.7469658232683887,145.00810218599963,1.7241045533645252,0.8013223140495868,0.9695867768595041,0.6555776671187203,0.7835901506975422,0.6870034413117159,14.388082164000025
5,0.001,1.939758237524553,0.762533427370772,154.97171806200004,1.6707922893555696,0.8114380165289257,0.9719669421487603,0.6774932413123497,0.7928007955359145,0.7059204545354237,15.36506594499997
6,0.001,1.871382574701033,0.7743983073261042,149.44880184700014,1.6365168218691486,0.8083305785123966,0.973289256198347,0.6815102064402161,0.7923935642277629,0.708066212960997,14.139872042000206
